cohort,agent,t_offset_s
active,3,219241.057
active,3,219360.54
active,4,219430.995
active,3,219481.039
active,5,219491.098
active,0,219540.61
active,4,219731.187
active,3,219780.946
active,2,219851.046
active,5,219910.865
active,2,219914.222
active,1,220021.176
active,4,220031.468
active,1,220081.072
active,0,220081.075
active,8,220211.441
active,9,220216.193
active,4,220225.14
active,2,220390.502
active,1,220440.473
active,5,220450.738
active,4,220451.378
active,3,220561.126
active,2,220571.273
active,4,220631.445
active,1,220740.857
active,0,220801.072
active,3,220860.898
active,3,220921.085
active,4,220931.283
active,3,221041.041
active,3,221103.813
active,8,221108.65
active,9,221112.112
active,7,221115.065
active,3,221160.612
active,1,221161.044
active,1,221220.972
active,5,221230.581
active,3,221280.603
active,0,221340.693
active,4,221351.362
active,1,221409.065
active,1,221460.879
active,4,221489.908
active,2,221651.314
active,1,221715.524
active,4,221843.992
active,0,221880.63
active,0,221940.864
active,5,222014.332
active,8,222022.939
active,9,222026.351
active,5,222070.947
active,0,222180.839
active,2,222253.922
active,8,222326.071
active,4,222384.141
active,3,222481.138
active,4,222497.603
active,1,222540.642
active,5,222614.641
active,7,222626.136
active,2,222673.858
active,1,222780.624
active,4,222797.45
active,0,222962.981
active,4,222968.667
active,2,223095.1
active,5,223150.857
active,2,223153.629
active,8,223252.132
active,0,223278.857
active,0,223320.552
active,2,223334.031
active,9,223521.339
active,4,223530.606
active,4,223635.076
active,0,223680.839
active,1,223681.102
active,0,223740.898
active,1,223740.901
active,3,223741.078
active,2,223754.725
active,5,223814.68
active,7,223824.861
active,0,223860.512
active,1,223860.703
active,2,223993.749
active,5,224050.969
active,6,224123.452
active,7,224127.903
active,4,224180.501
active,2,224293.809
active,0,224341.001
active,5,224414.373
active,9,224422.823
active,5,224471.398
active,0,224580.601
active,3,224580.93
active,1,224581.14
active,5,224591.26
active,2,224594.609
active,2,224654.732
active,4,224655.175
active,1,224761.042
active,5,224770.964
active,4,224775.514
active,3,224881.133
active,5,224951.312
active,4,225085.59
active,3,225124.292
active,3,225241.11
active,0,225241.113
active,8,225316.44
active,2,225321.954
active,2,225434.029
active,4,225434.698
active,2,225495.114
active,4,225629.12
active,0,225661.177
active,2,225673.684
active,1,225908.581
active,2,225926.242
active,1,226081.179
active,5,226151.148
active,0,226201.347
active,1,226205.45
active,1,226260.943
active,3,226321.136
active,1,226321.213
active,0,226380.894
active,5,226514.228
active,4,226575.318
active,2,226575.321
active,0,226620.563
active,2,226633.994
active,4,226695.108
active,6,226855.773
active,4,226904.984
active,3,226924.044
active,0,226980.714
active,3,226981.048
active,0,227041.039
active,2,227053.761
active,9,227118.681
active,2,227173.463
active,1,227520.881
active,4,227534.788
active,4,227594.615
active,5,227651.241
active,2,227654.616
active,8,227727.376
active,2,227833.996
active,1,227881.015
active,0,227881.017
active,3,227881.199
active,4,227895.025
active,5,227950.959
active,3,228009.621
active,5,228014.139
active,7,228021.724
active,0,228060.511
active,1,228060.684
active,4,228074.9
active,5,228130.833
active,3,228181.226
active,4,228195.178
active,5,228430.802
active,2,228434.113
active,0,228541.269
active,1,228611.495
active,9,228630.481
active,0,228660.531
active,3,228664.011
active,5,228671.374
active,1,228720.66
active,0,228721.029
active,5,228730.835
active,2,228794.266
active,4,228794.622
active,0,228840.681
active,3,228841.166
active,5,228850.62
active,1,228904.864
active,6,228912.184
active,9,228918.25
active,3,229208.838
active,2,229221.643
active,1,229260.994
active,5,229391.527
active,4,229394.964
active,6,229518.244
active,7,229526.354
active,5,229570.78
active,0,229621.318
active,2,229633.86
active,0,229741.359
active,4,229755.018
active,1,229861.014
active,4,229874.892
active,1,229920.747
active,1,230041.22
active,3,230111.864
active,9,230122.256
active,5,230171.142
active,0,230220.625
active,2,230234.143
active,4,230234.925
active,2,230294.013
active,3,230340.981
active,1,230341.241
active,2,230353.983
active,0,230400.836
active,3,230422.679
active,5,230531.049
active,0,230641.249
active,2,230653.939
active,1,230705.192
active,4,230733.54
active,1,230821.395
active,3,230821.4
active,1,230880.702
active,0,230881.163
active,2,230894.054
active,5,230950.99
active,7,231022.45
active,5,231070.634
active,0,231121.231
active,5,231131.224
active,1,231180.738
active,1,231310.526
active,3,231315.704
active,5,231317.215
active,4,231377.34
active,1,231420.952
active,5,231431.072
active,2,231434.741
active,0,231480.692
active,5,231614.912
active,5,231731.144
active,1,231781.229
active,3,231781.518
active,4,231795.26
active,4,231854.92
active,6,231912.382
active,5,231971.3
active,4,231975.304
active,3,232021.272
active,1,232080.874
active,0,232200.61
active,2,232228.301
active,9,232228.793
active,1,232320.781
active,0,232441.098
active,3,232441.422
active,5,232451.158
active,0,232500.852
active,1,232504.893
active,9,232518.555
active,1,232561.217
active,3,232621.249
active,4,232634.48
active,3,232681.48
active,5,232691.07
active,4,232755.294
active,3,232921.296
active,4,232934.557
active,0,232980.504
active,0,233040.769
active,2,233054.046
active,4,233054.705
active,3,233115.807
active,5,233117.616
active,1,233160.938
active,1,233221.387
active,2,233234.397
active,2,233294.065
active,1,233404.878
active,2,233421.054
active,1,233460.61
active,5,233471.243
active,4,233534.674
active,5,233591.584
active,0,233640.927
active,4,233726.788
active,3,233761.334
active,1,233820.945
active,3,233941.184
active,1,234016.506
active,2,234035.467
active,9,234039.404
active,1,234060.723
active,0,234060.727
active,5,234131.0
active,4,234375.29
active,0,234420.602
active,5,234431.258
active,0,234481.157
active,0,234601.074
active,9,234622.96
active,7,234624.78
active,1,234660.723
active,4,234676.907
active,0,235081.313
active,4,235094.681
active,6,235215.216
active,4,235228.782
active,0,235261.069
active,3,235321.259
active,2,235334.378
active,5,235391.129
active,4,235455.155
active,1,235504.594
active,6,235514.179
active,8,235518.068
active,4,235574.705
active,2,235694.386
active,3,235741.21
active,6,235819.891
active,2,235829.408
active,7,235829.41
active,4,235877.05
active,0,235920.97
active,1,235981.06
active,4,235994.599
active,1,236041.231
active,2,236173.942
active,3,236221.297
active,4,236235.127
active,3,236340.998
active,4,236354.759
active,5,236414.083
active,3,236461.157
active,3,236521.455
active,5,236591.116
active,5,236651.217
active,9,236727.833
active,1,236760.709
active,0,236821.218
active,2,236894.906
active,1,236941.089
active,3,236941.278
active,2,237133.936
active,4,237195.16
active,8,237318.603
active,9,237322.03
active,7,237323.395
active,1,237360.716
active,0,237420.625
active,1,237420.939
active,0,237540.512
active,3,237541.214
active,2,237553.844
active,4,237554.537
active,6,237631.561
active,8,237634.298
active,7,237634.634
active,0,237720.635
active,5,237731.071
active,5,237790.753
active,0,237841.346
active,5,237851.156
active,0,237901.501
active,8,237916.219
active,4,238035.263
active,0,238140.942
active,5,238150.617
active,0,238201.423
active,8,238216.279
active,4,238334.62
active,3,238381.196
active,5,238391.353
active,1,238740.94
active,5,238814.091
active,4,238874.548
active,0,238980.623
active,3,238981.29
active,1,239040.934
active,0,239101.228
active,9,239119.209
active,7,239122.359
active,2,239122.449
active,1,239160.696
active,4,239235.309
active,3,239416.06
active,6,239422.164
active,5,239470.86
active,2,239533.902
active,4,239534.542
active,0,239581.038
active,4,239594.951
active,5,239650.928
active,2,239653.972
active,8,239715.6
active,1,239761.043
active,5,239770.628
active,3,239821.104
active,4,239835.007
active,1,239940.668
active,2,240021.071
active,7,240022.379
active,1,240060.554
active,2,240073.647
active,1,240120.943
active,5,240131.122
active,4,240134.975
active,1,240180.748
active,3,240241.27
active,5,240251.12
active,6,240318.224
active,9,240329.406
active,4,240337.65
active,4,240495.149
active,8,240615.498
active,4,240628.488
active,3,240781.159
active,6,240912.493
active,4,240929.389
active,0,240960.651
active,1,240961.07
active,4,240975.177
active,4,241034.972
active,1,241219.831
active,3,241226.404
active,2,241283.803
active,3,241384.119
active,0,241440.919
active,3,241514.259
active,5,241514.552
active,1,241680.959
active,0,241681.049
active,4,241697.226
active,0,241740.576
active,4,241757.092
active,2,241874.272
active,0,241920.924
active,4,241936.701
active,0,242040.512
active,1,242040.705
active,4,242056.901
active,0,242100.788
active,4,242140.567
active,3,242164.033
active,2,242176.705
active,5,242291.243
active,0,242340.721
active,2,242354.673
active,0,242400.521
active,2,242425.093
active,2,242534.948
active,3,242584.038
active,1,242640.998
active,5,242714.225
active,2,242725.889
active,1,242820.878
active,3,242824.191
active,5,242831.423
active,4,242837.012
active,5,242891.244
active,1,243014.363
active,3,243019.371
active,5,243071.16
active,3,243124.109
active,4,243137.11
active,1,243181.147
active,4,243329.848
active,3,243364.108
active,2,243375.665
active,4,243376.805
active,2,243434.256
active,9,243623.909
active,2,243624.711
active,0,243780.57
active,4,243796.93
active,1,243840.832
active,3,243929.147
active,6,243939.021
active,4,243956.515
active,0,243960.537
active,3,243972.75
active,5,243977.344
active,5,244031.16
active,5,244091.459
active,4,244096.801
active,2,244274.428
active,3,244324.185
active,5,244330.624
active,4,244337.318
active,5,244390.561
active,0,244441.159
active,8,244534.858
active,4,244546.361
active,1,244560.909
active,3,244564.419
active,4,244643.88
active,2,244694.684
active,5,244751.107
active,2,244755.021
active,1,244816.067
active,3,244820.762
active,2,244832.419
active,9,244834.071
active,3,244860.683
active,1,244920.877
active,4,244931.419
active,1,244981.058
active,3,245041.172
active,2,245051.291
active,8,245121.683
active,0,245220.949
active,0,245280.494
active,1,245280.84
active,0,245340.725
active,3,245405.504
active,3,245520.738
active,3,245580.889
active,5,245590.589
active,0,245641.164
active,3,245707.859
active,0,245820.564
active,1,245820.821
active,1,245881.01
active,5,245891.307
active,1,245940.561
active,1,246000.959
active,3,246004.002
active,2,246015.29
active,9,246015.78
active,2,246070.709
active,0,246120.947
active,1,246120.952
active,2,246131.356
active,3,246180.552
active,1,246180.924
active,0,246240.57
active,1,246301.258
active,3,246304.5
active,6,246307.508
active,9,246312.758
active,7,246316.829
active,5,246430.682
active,5,246491.214
active,3,246540.897
active,2,246550.58
active,5,246551.289
active,3,246607.221
active,6,246613.138
active,5,246614.093
active,0,246661.007
active,2,246670.956
active,1,246720.996
active,2,246971.577
active,4,246971.91
active,0,247020.572
active,2,247151.13
active,7,247216.683
active,0,247260.626
active,1,247260.839
active,5,247270.7
active,3,247440.975
active,5,247451.0
active,3,247506.738
active,3,247561.126
active,1,247620.539
active,4,247751.445
active,6,247807.85
active,5,247810.776
active,2,247815.746
active,4,247872.985
active,1,247920.585
active,3,247920.939
active,5,247930.772
active,4,247931.389
active,2,247990.886
active,0,248040.74
active,5,248050.964
active,3,248104.221
active,6,248107.047
active,9,248114.591
active,2,248115.174
active,7,248116.88
active,2,248171.279
active,5,248230.57
active,0,248280.917
active,1,248340.965
active,5,248416.474
active,1,248460.569
active,3,248460.98
active,1,248520.947
active,5,248530.856
active,3,248581.043
active,5,248591.036
active,3,248640.685
active,2,248650.631
active,0,248700.965
active,2,248715.154
active,7,248718.231
active,1,248821.071
active,5,248831.088
active,5,248890.445
active,2,248890.729
active,0,249000.79
active,1,249001.27
active,3,249004.351
active,6,249007.43
active,9,249015.956
active,2,249015.959
active,2,249071.273
active,4,249071.405
active,1,249180.709
active,3,249180.969
active,2,249251.269
active,4,249251.425
active,3,249305.899
active,0,249420.986
active,5,249430.614
active,8,249614.772
active,7,249618.051
active,3,249661.174
active,0,249721.168
active,3,249721.172
active,4,249731.162
active,2,249731.319
active,3,249781.258
active,2,249791.353
active,3,249841.08
active,5,249911.33
active,1,250020.749
active,3,250141.135
active,2,250150.948
active,1,250205.21
active,3,250206.863
active,9,250214.873
active,2,250218.03
active,1,250260.881
active,4,250391.233
active,3,250440.786
active,7,250517.053
active,2,250631.492
active,1,250680.814
active,5,250691.359
active,4,250691.559
active,4,250750.994
active,6,250808.168
active,3,250861.088
active,3,251106.732
active,6,251109.507
active,9,251115.232
active,2,251117.712
active,0,251220.799
active,5,251231.029
active,5,251530.835
active,7,251716.839
active,5,251771.061
active,2,251891.056
active,5,251951.149
active,4,251951.336
active,5,252071.008
active,2,252250.566
active,5,252251.067
active,2,252315.802
active,7,252317.51
active,1,252420.917
active,2,252491.32
active,1,252601.215
active,9,252615.608
active,2,252615.611
active,1,252660.796
active,2,252671.293
active,0,252781.014
active,2,252790.67
active,0,252900.623
active,6,252909.768
active,3,252961.011
active,0,253081.143
active,4,253091.329
active,0,253140.573
active,3,253140.88
active,1,253140.944
active,5,253211.739
active,8,253215.824
active,3,253260.96
active,5,253271.186
active,2,253391.405
active,0,253440.954
active,9,253515.822
active,3,253561.112
active,0,253801.428
active,1,253805.087
active,4,253823.838
active,0,253860.64
active,2,253871.198
active,5,253871.33
active,4,253931.26
active,1,253980.986
active,4,253991.349
active,6,254107.359
active,0,254160.962
active,3,254220.908
active,0,254280.693
active,1,254280.946
active,3,254280.947
active,5,254411.41
active,9,254414.071
active,2,254415.176
active,0,254460.947
active,1,254580.621
active,3,254581.01
active,5,254590.497
active,4,254651.294
active,4,254723.85
active,0,254760.59
active,3,254761.076
active,4,254891.622
active,0,255000.626
active,2,255070.698
active,0,255120.847
active,1,255180.973
active,0,255300.514
active,8,255311.751
active,7,255316.483
active,2,255370.913
active,5,255371.378
active,1,255420.675
active,3,255420.681
active,3,255480.51
active,2,255491.094
active,3,255615.295
active,8,255621.445
active,4,255671.225
active,3,255721.078
active,1,255841.17
active,9,255916.375
active,4,255971.299
active,2,256031.072
active,1,256080.672
active,3,256080.932
active,1,256140.757
active,3,256140.948
active,0,256200.547
active,2,256215.301
active,4,256223.609
active,5,256331.266
active,4,256331.635
active,2,256390.594
active,4,256391.282
active,2,256451.312
active,5,256451.4
active,6,256509.716
active,1,256561.033
active,2,256571.216
active,5,256691.39
active,5,256751.205
active,1,256801.068
active,6,256807.799
active,0,256920.824
active,0,257041.113
active,5,257051.032
active,1,257101.063
active,8,257110.009
active,2,257116.963
active,4,257122.879
active,2,257171.152
active,0,257340.57
active,3,257405.989
active,8,257411.655
active,3,257520.632
active,1,257520.878
active,1,257581.055
active,4,257591.418
active,3,257704.563
active,6,257707.269
active,4,257723.559
active,1,257760.805
active,1,257880.73
active,4,257951.516
active,6,258006.977
active,4,258020.958
active,1,258121.016
active,0,258121.211
active,5,258131.247
active,2,258191.249
active,4,258191.499
active,2,258250.638
active,9,258315.127
active,2,258317.621
active,1,258360.684
active,5,258371.594
active,2,258550.861
active,5,258551.254
active,7,258617.13
active,4,258622.26
active,2,258671.111
active,1,258720.747
active,5,258731.351
active,2,258851.137
active,2,258971.499
active,5,259031.627
active,8,259221.962
active,2,259225.462
active,7,259226.445
active,0,259320.612
active,0,259381.237
active,9,259510.408
active,7,259515.113
active,3,259561.056
active,4,259631.19
active,2,259690.981
active,1,259800.706
active,1,259860.718
active,3,259860.979
active,4,259871.139
active,5,259871.513
active,1,259981.025
active,0,260100.925
active,6,260107.648
active,8,260108.869
active,9,260112.095
active,7,260117.823
active,3,260160.929
active,1,260281.141
active,5,260290.607
active,2,260290.609
active,0,260340.764
active,6,260406.078
active,5,260470.991
active,4,260530.809
active,5,260531.108
active,4,260590.946
active,1,260641.138
active,1,260760.549
active,5,260770.889
active,0,260820.979
active,1,260880.924
active,5,260950.884
active,4,260951.017
active,2,261016.668
active,4,261020.749
active,3,261060.746
active,2,261071.224
active,4,261130.627
active,0,261241.014
active,5,261251.225
active,5,261310.523
active,5,261370.919
active,5,261430.646
active,1,261480.852
active,2,261490.646
active,5,261550.88
active,0,261600.529
active,6,261605.288
active,4,261618.06
active,3,261661.274
active,1,261721.035
active,0,261721.036
active,3,261780.571
active,1,261780.816
active,0,261780.919
active,3,261840.699
active,1,262020.582
active,5,262031.002
active,2,262031.166
active,0,262080.782
active,1,262081.174
active,0,262140.974
active,4,262150.786
active,2,262151.029
active,4,262218.89
active,2,262331.473
active,0,262560.942
active,0,262620.707
active,0,262680.525
active,1,262740.752
active,5,262751.01
active,2,262751.4
active,0,262800.519
active,8,262817.545
active,2,262822.208
active,4,262871.042
active,3,262980.723
active,1,262981.043
active,4,262991.293
active,1,263040.609
active,3,263040.91
active,0,263040.982
active,6,263105.259
active,8,263107.448
active,9,263109.077
active,5,263111.261
active,2,263170.651
active,0,263220.901
active,4,263291.036
active,2,263291.212
active,4,263351.003
active,3,263404.611
active,8,263407.408
active,9,263410.541
active,2,263471.126
active,0,263520.584
active,3,263520.975
active,5,263530.78
active,3,263581.008
active,1,263640.775
active,4,263721.12
active,0,263821.313
active,0,263941.08
active,2,263951.282
active,1,264120.865
active,0,264180.756
active,2,264190.762
active,4,264191.056
active,5,264191.059
active,5,264251.269
active,0,264300.987
active,5,264311.065
active,5,264491.475
active,3,264605.395
active,5,264611.345
active,3,264660.786
active,1,264660.867
active,0,264840.929
active,3,264841.024
active,2,264851.174
active,6,264906.023
active,4,265031.357
active,2,265031.359
active,0,265080.717
active,3,265140.489
active,8,265206.566
active,0,265261.019
active,5,265270.625
active,4,265270.978
active,4,265330.899
active,2,265331.383
active,1,265441.033
active,8,265508.571
active,0,265560.919
active,1,265620.714
active,2,265691.031
active,3,265860.634
active,4,265870.492
active,2,265871.089
active,2,265930.643
active,5,265930.953
active,3,265981.071
active,0,265981.072
active,8,266108.067
active,2,266114.862
active,5,266170.581
active,3,266220.941
active,0,266401.181
active,1,266407.332
active,6,266420.515
active,7,266424.708
active,3,266461.116
active,5,266650.759
active,4,266831.271
active,0,266880.532
active,1,266941.026
active,0,267061.166
active,5,267251.107
active,6,267307.57
active,2,267431.315
active,3,267480.873
active,4,267490.924
active,0,267601.388
active,1,267601.584
active,8,267608.19
active,2,267615.263
active,1,267660.707
active,3,267660.915
active,4,267671.202
active,0,267721.063
active,1,267721.065
active,3,267904.961
active,8,267908.47
active,0,267961.135
active,3,268081.236
active,5,268091.166
active,5,268151.16
active,1,268204.083
active,3,268260.895
active,2,268271.255
active,4,268331.09
active,2,268331.091
active,3,268381.045
active,1,268440.726
active,5,268511.05
active,7,268515.201
active,0,268560.886
active,1,268561.334
active,5,268571.074
active,4,268571.378
active,0,268800.517
active,7,268814.733
active,3,268920.61
active,4,268931.197
active,0,268980.925
active,2,268991.315
active,3,269040.983
active,1,269040.985
active,3,269106.92
active,3,269220.658
active,1,269340.531
active,5,269351.363
active,4,269418.762
active,0,269581.143
active,5,269590.566
active,2,269650.989
active,3,269703.691
active,5,269711.321
active,3,269760.768
active,1,269760.877
active,3,269820.593
active,4,269831.083
active,5,269891.438
active,1,270008.002
active,0,270180.886
active,6,270305.059
active,3,270360.815
active,0,270420.659
active,3,270421.117
active,0,270481.027
active,3,270481.098
active,3,270604.462
active,5,270611.12
active,0,270841.047
active,2,271031.274
active,1,271081.007
active,5,271091.31
active,5,271150.599
active,4,271151.033
active,1,271200.748
active,3,271204.261
active,6,271205.227
active,7,271215.059
active,3,271321.084
active,2,271330.632
active,4,271331.316
active,3,271380.55
active,0,271380.91
active,2,271390.864
active,1,271440.586
active,1,271501.457
active,2,271514.709
active,4,271691.036
active,5,271811.427
active,7,271817.085
active,3,271860.947
active,1,271981.186
active,3,272040.518
active,5,272111.808
active,9,272111.809
active,2,272114.561
active,4,272121.081
active,2,272170.803
active,4,272231.085
active,0,272281.015
active,1,272340.944
active,0,272400.631
active,1,272401.101
active,7,272414.889
active,1,272460.555
active,5,272471.235
active,0,272520.954
active,5,272531.114
active,0,272640.817
active,0,272700.931
active,6,272707.84
active,7,272717.048
active,3,272761.055
active,5,272770.751
active,4,272950.725
active,1,273000.685
active,4,273019.11
active,5,273071.04
active,0,273120.576
active,2,273191.19
active,2,273371.179
active,1,273421.07
active,1,273480.503
active,2,273491.061
active,5,273670.551
active,2,273790.854
active,1,273901.037
active,5,273911.13
active,4,273920.038
active,2,273970.622
active,4,273970.956
active,1,274020.866
active,5,274030.871
active,1,274080.855
active,0,274081.048
active,3,274081.111
active,3,274140.951
active,2,274151.195
active,0,274260.704
active,5,274331.138
active,1,274381.084
active,0,274500.641
active,3,274505.342
active,6,274507.731
active,8,274508.386
active,2,274516.412
active,2,274691.025
active,1,274801.153
active,3,274804.265
active,5,274810.91
active,2,274814.862
active,4,274818.791
active,3,274860.955
active,4,274871.077
active,0,274920.755
active,3,274920.913
active,2,274930.75
active,2,274990.663
active,1,275040.53
active,6,275106.052
active,5,275170.857
active,5,275230.993
active,4,275291.246
active,0,275401.171
active,3,275405.373
active,6,275407.581
active,2,275416.152
active,7,275416.857
active,3,275461.153
active,5,275471.155
active,1,275520.599
active,4,275590.718
active,2,275590.719
active,1,275760.938
active,3,275820.699
active,5,275831.436
active,2,275891.109
active,0,276000.588
active,6,276007.067
active,1,276060.858
active,4,276071.271
active,2,276131.082
active,4,276251.197
active,0,276301.137
active,5,276311.458
active,2,276316.191
active,1,276360.844
active,4,276371.244
active,0,276421.107
active,1,276480.933
active,0,276540.706
active,1,276540.845
active,1,276600.593
active,0,276601.027
active,3,276603.678
active,9,276607.969
active,5,276611.052
active,3,276660.703
active,5,276730.734
active,3,276780.967
active,5,276790.86
active,3,276841.133
active,0,276900.726
active,9,276908.149
active,2,276914.454
active,0,276961.136
active,4,277031.009
active,5,277031.069
active,5,277091.331
active,1,277320.933
active,5,277451.384
active,0,277561.243
active,4,277570.842
active,4,277691.079
active,0,277741.204
active,1,277920.957
active,0,277920.96
active,5,277930.941
active,1,277981.142
active,1,278040.66
active,4,278051.462
active,6,278108.361
active,9,278112.044
active,1,278340.835
active,8,278406.647
active,3,278460.995
active,4,278470.645
active,2,278531.151
active,1,278580.643
active,4,278590.858
active,0,278640.96
active,2,278651.075
active,5,278711.669
active,2,278771.101
active,1,278820.934
active,0,278881.043
active,4,278891.089
active,0,278941.046
active,1,279004.54
active,9,279012.156
active,4,279071.182
active,5,279131.307
active,0,279180.694
active,1,279181.011
active,2,279250.785
active,1,279300.823
active,5,279311.455
active,2,279313.972
active,0,279360.824
active,3,279361.13
active,0,279420.595
active,5,279431.136
active,2,279491.273
active,1,279600.5
active,6,279606.629
active,8,279609.19
active,5,279611.792
active,2,279614.341
active,7,279615.218
active,4,279671.145
active,4,279731.032
active,2,279790.96
active,3,279841.004
active,6,279907.811
active,2,279916.339
active,0,280021.037
active,3,280021.06
active,1,280080.945
active,4,280090.847
active,5,280091.027
active,0,280140.561
active,1,280201.253
active,7,280215.147
active,0,280260.579
active,3,280261.024
active,2,280331.354
active,4,280391.309
active,4,280450.891
active,9,280509.296
active,5,280570.539
active,0,280621.124
active,0,280740.52
active,0,280800.995
active,1,280807.439
active,3,280810.397
active,9,280818.393
active,3,281040.601
active,4,281171.198
active,3,281280.925
active,4,281350.675
active,2,281351.426
active,1,281400.774
active,2,281414.375
active,2,281470.939
active,5,281471.156
active,4,281530.794
active,2,281531.171
active,3,281705.51
active,1,281881.134
active,4,281890.719
active,2,281890.72
active,3,281940.5
active,1,282001.332
active,7,282015.527
active,3,282121.084
active,1,282121.086
active,0,282240.61
active,8,282306.671
active,4,282317.678
active,0,282360.695
active,0,282420.49
active,1,282420.758
active,3,282605.888
active,6,282608.366
active,8,282610.851
active,5,282611.926
active,2,282616.737
active,7,282617.321
active,3,282661.125
active,2,282670.958
active,5,282730.639
active,1,282780.58
active,4,282790.83
active,3,282904.01
active,6,282905.162
active,5,282910.894
active,7,282915.198
active,5,282970.76
active,2,282971.266
active,1,283020.762
active,2,283090.914
active,4,283091.041
active,1,283141.133
active,3,283203.317
active,8,283205.971
active,2,283214.74
active,7,283214.998
active,4,283217.881
active,2,283330.942
active,1,283380.824
active,3,283380.984
active,2,283390.516
active,5,283390.978
active,0,283500.75
active,3,283620.652
active,5,283691.188
active,0,283740.777
active,4,283751.06
active,1,283801.123
active,6,283805.259
active,8,283807.682
active,0,283860.578
active,0,283921.031
active,0,284100.672
active,3,284104.101
active,7,284114.616
active,4,284291.358
active,4,284351.262
active,9,284420.021
active,3,284460.975
active,4,284471.124
active,1,284520.875
active,0,284520.946
active,4,284590.572
active,0,284700.949
active,9,284708.348
active,3,284820.582
active,0,284820.951
active,3,284881.126
active,5,284890.862
active,2,284891.264
active,3,284940.461
active,5,284951.344
active,0,285000.963
active,8,285007.057
active,5,285010.775
active,5,285130.479
active,2,285191.14
active,6,285308.402
active,2,285316.491
active,7,285317.0
active,5,285371.139
active,3,285420.828
active,4,285490.615
active,2,285491.061
active,1,285600.87
active,3,285604.041
active,6,285605.507
active,2,285614.553
active,1,285660.614
active,4,285791.317
active,3,285841.054
active,7,285914.85
active,2,285970.658
active,3,286020.78
active,5,286030.813
active,3,286140.655
active,2,286150.691
active,5,286151.242
active,6,286207.617
active,8,286207.949
active,5,286211.7
active,7,286217.09
active,2,286270.57
active,1,286320.965
active,2,286330.742
active,4,286391.221
active,5,286451.191
active,8,286507.471
active,9,286508.689
active,1,286560.612
active,1,286681.027
active,6,286805.091
active,5,286870.852
active,1,286920.604
active,3,286921.008
active,4,286931.184
active,0,286980.863
active,4,286991.186
active,5,287051.232
active,5,287112.461
active,5,287170.762
active,0,287220.714
active,4,287230.782
active,5,287231.113
active,1,287280.581
active,3,287280.994
active,0,287280.996
active,4,287291.092
active,0,287401.074
active,3,287404.109
active,4,287419.939
active,4,287471.287
active,5,287531.008
active,1,287581.179
active,1,287640.931
active,4,287717.97
active,1,287821.18
active,5,287891.25
active,7,288025.072
active,0,288061.071
active,3,288240.719
active,1,288300.958
active,0,288301.284
active,9,288308.298
active,4,288317.24
active,0,288420.931
active,1,288481.073
active,2,288490.778
active,1,288540.58
active,2,288551.227
active,0,288600.963
active,3,288604.869
active,6,288605.36
active,9,288609.589
active,5,288610.504
active,0,288661.046
active,3,288721.052
active,5,288790.754
active,0,288841.025
active,4,288850.727
active,0,288900.993
active,5,289030.973
active,3,289080.702
active,1,289141.023
active,2,289150.955
active,5,289150.996
active,5,289210.875
active,7,289215.119
active,4,289217.558
active,3,289380.829
active,2,289450.9
active,2,289570.67
active,5,289570.873
active,0,289680.844
active,5,289750.661
active,4,289750.729
active,6,289807.798
active,5,289811.459
active,2,289871.337
active,4,289931.081
active,3,289980.945
active,4,289991.003
active,2,289991.214
active,1,290041.182
active,0,290041.204
active,5,290050.886
active,5,290111.105
active,7,290114.767
active,1,290160.722
active,4,290231.224
active,1,290281.09
active,0,290340.698
active,8,290407.262
active,1,290460.987
active,2,290471.018
active,4,290471.322
active,3,290520.588
active,1,290580.909
active,0,290581.029
active,3,290640.89
active,3,290707.111
active,1,290820.803
active,1,290881.175
active,3,290940.667
active,0,290940.77
active,4,290951.196
active,6,291007.061
active,2,291071.132
active,0,291120.934
active,1,291120.939
active,4,291131.533
active,4,291251.393
active,3,291303.908
active,0,291360.851
active,1,291420.956
active,5,291550.783
active,1,291610.554
active,2,291625.315
active,1,291720.925
active,3,291720.928
active,0,291781.028
active,2,291851.223
active,4,291851.225
active,2,291914.736
active,4,291919.809
active,1,292020.529
active,2,292030.751
active,2,292150.641
active,9,292207.608
active,1,292260.677
active,1,292380.598
active,5,292450.586
active,2,292450.974
active,6,292508.07
active,2,292691.238
active,7,292815.57
active,1,292861.094
active,5,292870.816
active,2,292931.313
active,0,292980.959
active,5,292991.26
active,1,293040.623
active,3,293040.924
active,0,293100.78
active,6,293105.258
active,9,293109.641
active,5,293170.862
active,0,293221.165
active,4,293231.214
active,3,293405.401
active,5,293411.781
active,3,293520.612
active,1,293520.851
active,0,293521.028
active,4,293590.712
active,1,293640.553
active,6,293705.168
active,9,293711.25
active,5,293770.726
active,1,294000.58
active,9,294008.767
active,0,294060.821
active,3,294121.254
active,4,294191.096
active,5,294191.426
active,3,294306.162
active,9,294311.423
active,5,294311.735
active,1,294360.694
active,0,294360.696
active,1,294420.578
active,5,294610.955
active,2,294671.267
active,0,294720.631
active,0,294841.081
active,4,294851.236
active,9,294908.719
active,2,294914.214
active,4,294971.202
active,5,295030.723
active,3,295080.785
active,5,295216.322
active,6,295218.706
active,7,295226.076
active,3,295260.948
active,1,295440.881
active,4,295450.961
active,0,295560.54
active,2,295570.951
active,2,295750.756
active,3,295860.976
active,0,295861.033
active,1,295861.039
active,2,295990.563
