cohort,agent,t_offset_s
active,0,327301.027
active,1,327304.671
active,6,327311.989
active,3,327361.166
active,2,327374.062
active,4,327374.697
active,1,327480.996
active,0,327540.608
active,4,327554.763
active,1,327619.345
active,6,327633.243
active,8,327633.816
active,7,327636.863
active,5,327730.483
active,3,327913.431
active,4,328096.66
active,8,328219.307
active,9,328223.65
active,4,328278.366
active,4,328397.12
active,8,328525.148
active,0,328560.653
active,1,328560.714
active,3,328564.162
active,4,328584.149
active,0,328620.819
active,2,328635.06
active,0,328681.047
active,2,328694.551
active,3,328744.302
active,4,328757.102
active,0,328800.601
active,9,328821.967
active,1,328920.712
active,3,328923.91
active,0,328980.638
active,2,328994.918
active,9,329119.343
active,2,329122.818
active,1,329160.721
active,4,329176.573
active,2,329234.708
active,0,329280.691
active,1,329340.88
active,5,329351.426
active,9,329430.481
active,2,329476.594
active,1,329520.663
active,2,329593.93
active,3,329643.929
active,5,329651.064
active,2,329654.762
active,3,329712.006
active,5,329714.72
active,8,329715.988
active,1,329760.894
active,1,329880.753
active,1,329941.04
active,0,330000.894
active,5,330016.144
active,3,330016.152
active,2,330025.312
active,4,330031.67
active,2,330073.951
active,0,330180.991
active,1,330365.777
active,1,330420.71
active,4,330436.297
active,1,330480.513
active,2,330494.914
active,1,330540.918
active,5,330551.448
active,3,330616.782
active,6,330619.598
active,2,330674.938
active,1,330720.68
active,5,330731.564
active,2,330854.549
active,4,330857.129
active,5,330971.242
active,4,330983.379
active,0,331080.888
active,0,331140.788
active,1,331140.789
active,3,331144.011
active,2,331154.713
active,0,331201.33
active,1,331215.993
active,3,331219.708
active,1,331260.664
active,5,331270.953
active,0,331320.669
active,5,331330.872
active,4,331391.419
active,0,331500.638
active,1,331503.668
active,3,331506.688
active,0,331560.677
active,0,331681.059
active,5,331691.08
active,4,331751.378
active,1,331801.143
active,3,331805.153
active,6,331808.171
active,4,331826.59
active,1,331980.701
active,4,331991.357
active,0,332040.704
active,2,332050.926
active,0,332101.047
active,1,332104.2
active,1,332160.592
active,5,332231.5
active,0,332340.612
active,1,332340.977
active,5,332351.227
active,4,332351.486
active,5,332410.51
active,0,332460.999
active,4,332471.623
active,5,332531.342
active,2,332650.661
active,0,332701.146
active,1,332701.282
active,5,332711.259
active,8,332712.426
active,9,332715.136
active,2,332770.975
active,1,332820.558
active,5,332831.399
active,4,332831.537
active,3,332881.164
active,4,332891.251
active,3,332940.585
active,5,332950.731
active,8,333014.37
active,1,333061.054
active,5,333071.15
active,0,333120.676
active,3,333180.564
active,2,333191.218
active,5,333191.221
active,1,333240.635
active,3,333240.637
active,0,333240.825
active,0,333301.155
active,1,333301.157
active,3,333305.012
active,0,333360.685
active,5,333370.591
active,0,333420.972
active,1,333481.12
active,0,333540.868
active,2,333551.404
active,3,333604.921
active,6,333607.828
active,0,333720.813
active,2,333731.143
active,4,333731.553
active,1,333905.199
active,7,333918.52
active,5,333970.562
active,2,334031.331
active,1,334080.989
active,5,334090.799
active,7,334217.34
active,1,334260.972
active,3,334320.625
active,5,334451.278
active,0,334500.988
active,8,334513.122
active,2,334515.9
active,4,334523.841
active,2,334570.957
active,1,334620.838
active,3,334621.086
active,2,334630.865
active,1,334740.987
active,4,334833.398
active,2,334870.924
active,4,334871.422
active,0,334980.603
active,1,334980.967
active,5,334990.731
active,5,335050.994
active,4,335051.454
active,6,335106.999
active,7,335116.465
active,3,335160.796
active,0,335220.599
active,1,335220.863
active,6,335407.639
active,5,335410.992
active,0,335461.146
active,4,335471.286
active,2,335531.054
active,1,335640.896
active,4,335770.712
active,0,335880.741
active,4,335891.513
active,8,336012.126
active,3,336240.996
active,2,336250.74
active,9,336314.648
active,3,336361.109
active,3,336420.749
active,1,336420.958
active,3,336540.56
active,0,336540.81
active,6,336609.927
active,5,336613.763
active,2,336617.511
active,2,336671.18
active,2,336731.228
active,1,336841.28
active,0,336901.225
active,5,336911.207
active,9,336914.385
active,4,336971.394
active,3,337080.994
active,0,337141.097
active,2,337215.132
active,3,337260.671
active,2,337570.616
active,0,337620.523
active,3,337681.082
active,5,337751.132
active,4,337751.348
active,9,337814.774
active,1,337861.019
active,2,337930.973
active,1,337981.051
active,0,337981.107
active,1,338101.249
active,7,338116.854
active,4,338124.093
active,3,338160.937
active,1,338220.545
active,4,338351.507
active,1,338411.106
active,5,338416.831
active,8,338422.07
active,2,338425.957
active,0,338461.062
active,0,338520.6
active,5,338530.741
active,1,338581.065
active,7,338717.013
active,1,338760.571
active,5,338771.08
active,0,338821.117
active,5,338890.739
active,2,339015.846
active,0,339061.0
active,2,339071.021
active,2,339130.539
active,0,339180.818
active,1,339240.776
active,0,339240.988
active,5,339251.338
active,2,339251.345
active,0,339300.661
active,6,339309.191
active,0,339420.69
active,3,339420.982
active,5,339431.417
active,3,339481.181
active,4,339491.547
active,0,339540.635
active,5,339670.915
active,2,339671.63
active,0,339780.591
active,3,339780.63
active,2,339851.286
active,4,339851.597
active,5,339911.257
active,6,339912.004
active,9,339916.433
active,5,340031.427
active,0,340141.036
active,3,340141.264
active,1,340204.849
active,3,340260.937
active,0,340261.103
active,5,340391.121
active,4,340391.474
active,1,340440.934
active,2,340450.694
active,5,340451.054
active,4,340571.25
active,0,340620.425
active,3,340741.119
active,0,340801.136
active,0,340920.968
active,5,341114.856
active,7,341118.51
active,4,341122.911
active,4,341171.485
active,3,341281.025
active,2,341350.894
active,0,341400.54
active,2,341415.327
active,5,341470.6
active,5,341650.801
active,2,341651.433
active,3,341704.753
active,8,341711.689
active,9,341715.489
active,3,341760.82
active,0,341760.905
active,5,341771.024
active,2,341830.977
active,5,341831.253
active,0,341881.316
active,9,342025.255
active,1,342120.91
active,2,342191.144
active,9,342313.74
active,0,342361.286
active,0,342420.778
active,5,342430.745
active,0,342540.773
active,1,342540.974
active,1,342601.414
active,6,342607.636
active,1,342720.571
active,2,342731.135
active,0,342781.089
active,0,342840.952
active,2,342850.519
active,3,342906.559
active,6,342909.429
active,3,343080.815
active,2,343091.529
active,4,343091.753
active,1,343200.997
active,2,343215.891
active,5,343270.761
active,4,343271.322
active,3,343380.896
active,2,343390.768
active,5,343450.87
active,1,343501.205
active,3,343681.065
active,5,343750.752
active,5,343813.92
active,2,343819.241
active,3,343860.967
active,0,343861.104
active,4,343871.363
active,0,343921.013
active,5,344051.207
active,9,344114.423
active,7,344117.091
active,2,344171.077
active,3,344220.995
active,3,344281.087
active,4,344471.509
active,1,344581.033
active,0,344640.723
active,3,344641.119
active,5,344651.06
active,2,344651.435
active,0,344701.16
active,1,344704.245
active,3,344706.919
active,7,344718.359
active,5,344770.64
active,0,344821.087
active,3,344881.065
active,1,344940.626
active,3,344940.956
active,4,344951.379
active,2,344951.387
active,7,345018.51
active,1,345121.03
active,5,345190.586
active,3,345240.706
active,2,345250.934
active,1,345300.807
active,6,345306.981
active,7,345316.551
active,2,345371.414
active,4,345551.419
active,5,345616.925
active,3,345661.191
active,3,345720.889
active,4,345731.128
active,4,345791.206
active,1,345841.005
active,5,345850.506
active,7,345915.091
active,0,345961.047
active,2,346031.092
active,1,346081.053
active,2,346090.763
active,2,346151.276
active,6,346205.1
active,5,346271.269
active,3,346321.088
active,5,346391.097
active,4,346391.305
active,0,346440.629
active,1,346440.97
active,9,346512.114
active,0,346560.605
active,5,346630.564
active,2,346631.242
active,1,346741.018
active,4,346750.946
active,1,346800.727
active,0,346860.566
active,1,347101.017
active,0,347101.178
active,3,347104.848
active,2,347114.853
active,7,347115.141
active,4,347170.741
active,0,347221.24
active,0,347280.766
active,1,347341.084
active,4,347351.17
active,0,347400.868
active,3,347407.719
active,0,347461.087
active,3,347461.095
active,2,347470.886
active,4,347471.187
active,3,347520.587
active,1,347521.061
active,2,347530.771
active,0,347580.59
active,1,347701.471
active,6,347706.0
active,7,347715.86
active,4,347719.008
active,1,347821.104
active,5,347831.513
active,0,347880.772
active,1,347941.197
active,4,347951.085
active,0,348000.851
active,3,348004.22
active,3,348061.083
active,2,348070.727
active,5,348071.177
active,0,348120.676
active,1,348121.116
active,2,348130.694
active,0,348181.162
active,3,348241.179
active,0,348301.166
active,8,348310.077
active,5,348311.414
active,2,348317.685
active,3,348360.623
active,0,348420.713
active,6,348606.8
active,9,348610.176
active,5,348851.011
active,3,348904.863
active,5,348911.476
active,2,348915.143
active,2,348971.126
active,3,349021.194
active,4,349030.81
active,3,349080.726
active,5,349091.235
active,1,349140.976
active,3,349141.229
active,1,349207.518
active,6,349219.883
active,8,349220.246
active,4,349232.648
active,0,349260.886
active,1,349261.075
active,0,349381.232
active,5,349391.177
active,9,349510.341
active,5,349510.681
active,3,349620.585
active,1,349620.911
active,0,349620.966
active,3,349680.947
active,0,349681.075
active,4,349690.818
active,5,349750.762
active,1,349920.954
active,0,350041.153
active,0,350101.313
active,4,350120.768
active,5,350170.761
active,2,350170.762
active,5,350230.968
active,5,350290.561
active,5,350350.97
active,4,350351.22
active,3,350404.54
active,1,350580.963
active,5,350590.88
active,3,350641.049
active,4,350651.189
active,5,350651.191
active,0,350880.762
active,4,350950.585
active,3,351006.268
active,1,351120.852
active,0,351180.89
active,5,351191.116
active,4,351191.117
active,3,351304.863
active,1,351361.157
active,1,351420.636
active,3,351481.103
active,2,351550.667
active,0,351600.685
active,5,351610.82
active,0,351780.976
active,2,351791.087
active,2,351851.102
active,3,351905.432
active,6,351908.738
active,9,351912.593
active,0,352080.689
active,3,352140.88
active,8,352207.719
active,5,352211.297
active,0,352440.747
active,0,352500.911
active,5,352571.021
active,0,352620.643
active,3,352620.991
active,1,352621.0
active,1,352680.704
active,5,352690.503
active,2,352690.968
active,5,352750.891
active,0,352980.601
active,3,353041.028
active,8,353108.51
active,9,353111.85
active,4,353170.688
active,5,353171.308
active,3,353280.836
active,9,353410.599
active,5,353411.721
active,0,353461.144
active,2,353530.719
active,3,353581.217
active,0,353640.831
active,5,353650.572
active,2,353651.091
active,0,353701.196
active,3,353705.493
active,9,353712.165
active,0,353820.904
active,1,353880.771
active,5,353890.618
active,0,354000.544
active,4,354018.356
active,2,354070.673
active,5,354071.054
active,5,354131.288
active,5,354191.238
active,3,354303.493
active,0,354360.817
active,1,354421.281
active,5,354430.921
active,5,354490.797
active,8,354608.408
active,1,354661.146
active,1,354720.855
active,2,354791.338
active,0,354840.773
active,3,354904.37
active,6,354907.369
active,5,354911.694
active,2,354914.416
active,4,354920.25
active,0,354960.523
active,3,354960.864
active,4,354970.719
active,1,355080.662
active,1,355140.694
active,2,355151.217
active,1,355201.083
active,3,355260.663
active,3,355320.515
active,5,355451.347
active,0,355500.867
active,7,355517.39
active,3,355560.839
active,1,355740.962
active,0,355801.362
active,3,355861.026
active,4,355870.582
active,3,355921.322
active,0,355921.325
active,6,356105.258
active,5,356111.132
active,0,356160.565
active,1,356160.85
active,3,356160.906
active,1,356221.01
active,3,356280.765
active,5,356290.704
active,0,356400.603
active,3,356410.029
active,1,356640.905
active,3,356704.376
active,6,356705.409
active,7,356715.438
active,5,356830.643
active,1,356941.157
active,3,357004.09
active,6,357005.258
active,9,357009.96
active,5,357011.075
active,2,357014.172
active,1,357060.758
active,2,357071.106
active,0,357180.774
active,3,357180.778
active,1,357180.966
active,4,357190.691
active,3,357306.95
active,4,357319.856
active,3,357420.564
active,0,357420.935
active,4,357431.003
active,3,357540.989
active,2,357551.06
active,6,357605.507
active,9,357608.459
active,5,357610.909
active,2,357614.672
active,0,357660.513
active,1,357720.895
active,3,357780.944
active,3,357840.76
active,5,357850.581
active,1,357900.99
active,0,358020.95
active,2,358091.083
active,6,358208.499
active,2,358271.144
active,0,358321.22
active,0,358380.654
active,1,358380.843
active,4,358390.742
active,0,358500.926
active,1,358501.303
active,8,358507.991
active,7,358515.462
active,4,358691.191
active,0,358741.298
active,4,358751.244
active,6,358807.559
active,0,358920.624
active,5,358931.043
active,2,358991.174
active,1,359104.294
active,5,359111.732
active,2,359116.833
active,0,359160.654
active,3,359341.174
active,5,359410.743
active,2,359414.964
active,4,359419.049
active,3,359520.959
active,2,359531.081
active,3,359581.038
active,4,359590.779
active,0,359640.519
active,1,359640.758
active,3,359640.944
active,2,359651.06
active,3,359761.085
active,2,359830.952
active,1,359940.847
active,1,360006.552
active,6,360016.108
active,2,360021.138
active,1,360061.156
active,5,360070.804
active,2,360071.048
active,4,360131.167
active,1,360181.041
active,2,360191.364
active,1,360241.099
active,2,360250.894
active,3,360301.259
active,5,360431.065
active,4,360431.118
active,0,360480.788
active,5,360551.227
active,5,360611.249
active,3,360661.161
active,3,360720.541
active,3,360780.8
active,2,360791.164
active,0,360900.935
active,3,360904.371
active,2,360914.5
active,3,360960.804
active,0,361080.924
active,1,361140.662
active,3,361140.732
active,5,361150.606
active,3,361261.087
active,5,361271.253
active,0,361380.952
active,2,361391.225
active,1,361500.72
active,2,361514.173
active,7,361515.078
active,4,361630.921
active,3,361681.071
active,4,361691.103
active,0,361741.11
active,1,361801.645
active,6,361808.232
active,9,361811.903
active,2,361815.253
active,7,361816.459
active,4,361991.05
active,1,362100.599
active,7,362114.791
active,3,362221.001
active,3,362281.034
active,0,362400.552
active,8,362404.69
active,7,362414.17
active,4,362416.859
active,1,362460.673
active,3,362461.038
active,0,362700.844
active,1,362701.316
active,5,362711.628
active,4,362831.071
active,0,362881.004
active,2,362891.208
active,0,362941.145
active,0,363001.363
active,1,363241.037
active,0,363300.77
active,3,363301.37
active,4,363316.779
active,4,363370.684
active,1,363420.946
active,5,363431.06
active,0,363480.984
active,4,363491.017
active,0,363541.081
active,3,363541.156
active,7,363623.451
active,2,363671.327
active,4,363730.595
active,5,363731.17
active,1,363841.176
active,8,363905.447
active,5,364031.378
active,1,364140.842
active,3,364141.241
active,4,364150.625
active,8,364204.956
active,2,364213.541
active,7,364214.252
active,3,364261.146
active,2,364330.763
active,5,364390.651
active,2,364390.729
active,1,364440.829
active,8,364508.371
active,5,364512.185
active,2,364570.492
active,1,364681.104
active,0,364740.838
active,3,364740.974
active,7,364814.172
active,2,364871.083
active,1,364920.939
active,4,364991.022
active,2,364991.125
active,3,365040.554
active,7,365114.039
active,3,365160.809
active,0,365160.817
active,5,365170.726
active,2,365171.059
active,3,365221.009
active,5,365231.322
active,5,365290.642
active,2,365291.276
active,0,365340.647
active,4,365351.237
active,1,365401.405
active,3,365521.04
active,0,365521.255
active,4,365530.74
active,2,365530.938
active,5,365531.456
active,2,365591.245
active,2,365650.592
active,0,365941.055
active,2,365951.278
active,6,366004.419
active,2,366013.731
active,7,366014.239
active,2,366070.601
active,0,366121.11
active,1,366180.793
active,3,366181.237
active,0,366300.584
active,1,366301.366
active,5,366310.896
active,4,366319.599
active,4,366371.247
active,1,366480.705
active,3,366481.001
active,2,366670.913
active,3,366721.134
active,4,366731.199
active,3,366780.582
active,0,366780.795
active,8,366905.07
active,2,366913.591
active,2,366970.773
active,4,366971.105
active,0,367141.118
active,4,367150.489
active,8,367218.899
active,9,367220.756
active,5,367390.666
active,2,367391.041
active,1,367500.776
active,8,367504.882
active,0,367561.074
active,0,367680.658
active,0,367740.842
active,6,367804.89
active,8,367805.261
active,1,367860.941
active,5,367870.61
active,3,367920.678
active,0,367920.681
active,4,367931.032
active,1,367980.902
active,3,367980.903
active,6,368107.08
active,8,368107.592
active,5,368171.238
active,0,368221.014
active,4,368231.143
active,2,368231.144
active,5,368291.335
active,0,368340.725
active,1,368340.927
active,6,368404.998
active,5,368470.746
active,3,368640.863
active,1,368640.869
active,5,368650.739
active,4,368650.934
active,0,368701.225
active,3,368701.365
active,6,368704.889
active,9,368708.011
active,4,368770.893
active,1,368821.062
active,4,368891.161
active,1,369001.223
active,8,369008.364
active,4,369018.629
active,0,369120.734
active,3,369120.969
active,5,369191.266
active,5,369251.32
active,2,369313.993
active,4,369316.359
active,2,369370.723
active,3,369420.967
active,0,369480.938
active,1,369540.631
active,2,369550.775
active,5,369551.203
active,1,369601.192
active,0,369601.29
active,6,369604.888
active,4,369616.569
active,4,369671.246
active,2,369671.42
active,4,369731.095
active,0,369840.776
active,1,369840.954
active,7,369916.59
active,4,370030.709
active,3,370080.439
active,0,370081.006
active,2,370150.67
active,6,370205.153
active,2,370213.546
active,7,370214.171
active,0,370261.06
active,4,370270.565
active,3,370320.935
active,0,370321.117
active,5,370390.584
active,0,370441.037
active,5,370510.616
active,1,370560.543
active,3,370560.875
active,5,370571.158
active,4,370630.582
active,2,370630.981
active,4,370691.176
active,8,370817.004
active,9,370820.23
active,1,370860.646
active,3,370921.213
active,5,370931.234
active,5,371050.97
active,1,371101.032
active,6,371105.595
active,2,371114.001
active,0,371160.514
active,4,371171.137
active,1,371220.712
active,0,371221.105
active,4,371350.995
active,0,371400.524
active,8,371404.956
active,4,371417.652
active,2,371590.762
active,1,371701.348
active,3,371705.438
active,7,371716.229
active,1,371760.99
active,2,371771.156
active,5,371771.161
active,1,371820.636
active,0,371881.046
active,1,371881.13
active,4,372018.186
active,4,372070.509
active,1,372120.464
active,0,372120.713
active,0,372180.977
active,2,372191.019
active,4,372250.933
active,8,372305.122
active,5,372310.994
active,4,372371.252
active,1,372420.611
active,1,372541.006
active,5,372550.925
active,0,372660.818
active,5,372670.913
active,4,372671.255
active,1,372720.902
active,4,372730.964
active,3,372780.819
active,4,372791.082
active,1,372840.929
active,0,372901.18
active,8,372905.69
active,3,372960.82
active,3,373140.68
active,7,373214.306
active,4,373271.244
active,0,373320.651
active,4,373331.204
active,0,373440.509
active,3,373504.862
active,1,373560.627
active,1,373620.579
active,4,373631.325
active,1,373680.619
active,3,373680.985
active,4,373691.233
active,0,373741.009
active,2,373751.202
active,4,373871.125
active,0,373921.053
active,0,374040.996
active,0,374340.601
active,7,374423.194
active,4,374429.089
active,1,374460.863
active,0,374521.055
active,3,374580.94
active,4,374651.274
active,8,374705.201
active,3,374761.066
active,0,374820.889
active,2,374831.164
active,1,374880.976
active,0,374940.877
active,5,375131.059
active,2,375131.403
active,1,375180.558
active,0,375180.879
active,1,375240.786
active,6,375308.32
active,7,375316.41
active,0,375360.555
active,0,375541.224
active,5,375551.527
active,2,375671.11
active,3,375720.601
active,1,375840.622
active,1,376080.552
active,1,376140.601
active,9,376211.653
active,3,376261.005
active,1,376261.009
active,5,376271.306
active,4,376330.993
active,0,376381.236
active,2,376390.878
active,5,376450.865
active,0,376501.421
active,0,376560.647
active,7,376814.299
active,3,376860.57
active,5,376871.2
active,1,377040.69
active,3,377105.087
active,5,377231.355
active,0,377280.673
active,3,377401.395
active,4,377417.691
active,3,377460.719
active,2,377470.626
active,4,377471.142
active,3,377520.561
active,2,377530.888
active,5,377591.056
active,1,377700.709
active,9,377707.68
active,7,377713.877
active,3,377760.592
active,5,377770.965
active,1,377821.023
active,5,377890.763
active,4,377951.16
active,5,378014.145
active,6,378016.594
active,1,378240.865
active,6,378304.69
active,0,378360.546
active,2,378370.939
active,2,378431.071
active,5,378431.15
active,2,378490.662
active,4,378491.226
active,5,378550.877
active,1,378601.052
active,2,378850.842
active,6,378908.598
active,5,378911.32
active,3,378961.109
active,0,379020.799
active,3,379020.909
active,2,379030.527
active,4,379031.033
active,0,379081.22
active,5,379151.37
active,8,379205.712
active,7,379215.139
active,1,379260.918
active,2,379331.056
active,0,379560.78
active,3,379560.842
active,2,379571.137
active,1,379680.956
active,5,379690.75
active,1,379740.887
active,2,379751.069
active,0,379801.077
active,1,379920.916
active,0,379980.409
active,5,379990.569
active,4,379990.733
active,1,380041.121
active,3,380160.707
active,0,380160.958
active,3,380220.833
active,3,380280.552
active,0,380280.874
active,5,380350.773
active,0,380400.946
active,8,380405.393
active,2,380413.931
active,7,380415.097
active,3,380461.035
active,5,380471.1
active,4,380471.349
active,1,380520.825
active,2,380530.785
active,2,380650.872
active,0,380701.116
active,7,380716.599
active,5,380771.011
active,3,380820.905
active,4,380891.308
active,0,381000.59
active,3,381001.143
active,6,381004.519
active,7,381014.147
active,4,381017.009
active,0,381060.953
active,3,381060.955
active,2,381070.697
active,3,381180.63
active,1,381240.542
active,2,381251.256
active,4,381316.37
active,4,381491.033
active,5,381491.213
active,0,381540.509
active,2,381550.473
active,1,381605.991
active,0,381660.854
active,3,381840.781
active,3,381901.261
active,6,381904.45
active,4,381917.02
active,4,381970.906
active,5,382030.912
active,4,382031.269
active,2,382091.447
active,4,382150.822
active,1,382201.324
active,7,382214.554
active,3,382320.801
active,0,382501.073
active,2,382514.962
active,4,382519.246
active,0,382620.999
active,2,382630.655
active,1,382680.666
active,3,382680.729
active,0,382680.798
active,0,382740.549
active,3,382741.022
active,0,382800.883
active,3,382860.797
active,2,382871.283
active,4,382931.268
active,3,382980.665
active,5,382990.747
active,3,383040.624
active,0,383101.082
active,6,383104.841
active,5,383171.176
active,4,383290.972
active,2,383291.218
active,6,383407.65
active,0,383460.887
active,4,383470.925
active,1,383580.94
active,2,383590.934
active,5,383591.312
active,0,383640.676
active,4,383651.164
active,6,383704.669
active,5,383711.206
active,0,383760.757
active,0,383820.726
active,2,383830.996
active,1,383880.893
active,0,383880.894
active,1,384120.611
active,3,384120.974
active,1,384181.032
active,0,384301.293
active,6,384308.164
active,3,384420.978
active,1,384481.181
active,6,384604.49
active,8,384604.969
active,9,384607.9
active,4,384617.178
active,0,384661.071
active,5,384730.709
active,5,384850.735
active,3,384901.514
active,2,384971.369
active,1,385081.0
active,2,385091.293
active,5,385091.303
active,3,385140.825
active,7,385223.167
active,4,385270.917
active,2,385271.116
active,0,385321.029
active,2,385330.474
active,3,385501.428
active,4,385516.799
active,0,385561.293
active,4,385570.623
active,4,385630.783
active,8,385805.264
active,3,385860.744
active,1,385860.947
active,1,385980.917
active,2,386050.656
active,9,386110.59
active,2,386114.589
active,7,386116.741
active,3,386160.544
active,0,386160.834
active,0,386220.931
active,3,386280.855
active,0,386340.902
active,4,386350.902
active,9,386407.968
active,5,386411.554
active,3,386460.914
active,0,386520.959
active,8,386705.622
active,3,386820.963
active,0,386940.68
active,2,386950.721
active,1,387001.288
active,5,387131.33
active,0,387180.517
active,3,387180.835
active,4,387250.907
active,4,387316.329
active,2,387431.433
active,2,387490.554
active,0,387601.114
active,8,387605.26
active,2,387670.865
active,2,387731.06
active,4,387731.177
active,1,387780.881
active,1,387960.735
active,5,387971.299
active,1,388020.564
active,2,388030.622
active,0,388080.956
active,2,388090.999
active,7,388214.151
active,0,388260.541
active,5,388270.907
active,5,388330.585
active,3,388381.03
active,4,388390.583
active,0,388440.899
active,4,388450.945
active,5,388451.349
active,8,388504.933
active,0,388560.582
active,4,388571.076
active,2,388571.078
active,1,388620.53
active,2,388691.114
active,6,388819.533
active,5,388870.611
active,3,388920.6
active,1,388921.027
active,2,388931.147
active,4,388990.672
active,1,389040.958
active,5,389051.038
active,4,389051.337
active,8,389104.922
active,4,389170.976
active,2,389230.745
active,0,389401.055
active,8,389405.483
active,3,389641.016
active,2,389651.21
active,2,389715.555
active,5,389830.621
active,0,390001.157
active,3,390060.693
active,0,390061.136
active,4,390070.889
active,0,390120.549
active,4,390191.067
active,6,390304.679
active,3,390360.787
active,2,390491.212
active,8,390608.712
active,5,390611.243
active,0,390660.581
active,4,390731.363
active,0,390901.311
active,2,390914.759
active,1,390960.623
active,4,391090.572
active,1,391260.903
active,4,391270.683
active,5,391271.323
active,1,391380.726
active,1,391441.286
active,5,391511.121
active,1,391560.924
active,1,391801.411
active,9,391808.362
active,4,391817.829
active,1,391861.194
active,2,391930.929
active,4,391931.076
active,5,391991.25
active,9,392107.589
active,4,392230.759
active,5,392290.605
active,4,392350.625
active,1,392460.632
active,0,392520.959
active,1,392521.112
active,2,392530.662
active,4,392531.201
active,5,392590.605
active,3,392701.492
active,2,392771.393
active,2,392830.94
active,3,392880.895
active,5,392891.232
active,3,392940.987
active,1,392941.113
active,5,392951.222
active,0,393060.941
active,4,393071.127
active,3,393120.663
active,4,393131.132
active,5,393190.578
active,3,393240.553
active,5,393251.209
active,2,393251.298
active,0,393301.142
active,7,393316.63
active,1,393360.718
active,2,393371.31
active,5,393430.759
active,3,393541.237
active,1,393601.439
active,0,393601.44
active,8,393605.301
active,4,393617.819
active,4,393670.832
active,2,393671.276
active,5,393730.879
active,5,393791.025
active,1,393840.641
active,6,393904.781
active,8,393905.059
active,3,394020.685
active,4,394031.461
active,4,394091.099
active,9,394210.6
active,2,394215.052
active,1,394320.581
active,2,394330.81
active,5,394390.592
active,2,394451.263
active,7,394514.341
active,3,394560.657
active,2,394570.636
active,3,394620.766
active,4,394630.688
active,1,394740.756
active,0,394800.779
active,3,394860.97
active,1,394920.873
active,4,394991.109
active,5,395051.228
active,4,395118.792
active,1,395340.963
active,0,395400.514
active,7,395414.53
active,3,395460.704
active,0,395461.155
active,4,395590.606
active,3,395640.814
active,3,395701.464
active,6,395705.118
active,9,395707.798
active,7,395715.127
active,3,395760.87
active,2,395771.094
active,2,395831.308
active,5,395891.17
active,4,395891.24
active,9,396021.206
active,0,396060.935
active,5,396070.516
active,2,396071.006
active,5,396130.683
active,1,396180.881
active,0,396180.933
active,5,396191.116
active,3,396241.017
active,0,396241.109
active,4,396250.93
active,8,396304.586
active,7,396314.002
active,1,396420.924
active,4,396491.065
active,5,396550.911
active,3,396720.962
active,3,396781.125
active,0,396900.802
active,4,396918.858
active,5,397030.773
active,0,397080.895
active,4,397090.893
active,9,397208.489
active,2,397214.142
active,7,397214.653
active,2,397270.547
active,0,397320.982
active,4,397331.144
active,1,397380.959
active,3,397381.123
active,5,397391.265
active,8,397505.03
active,4,397516.919
active,0,397621.116
active,4,397630.688
active,2,397631.194
active,2,397690.887
active,3,397741.186
active,2,397750.789
active,4,397751.182
active,0,397800.768
active,7,397815.823
active,4,397820.03
active,0,397860.807
active,3,397860.931
active,4,397870.548
active,5,397871.343
active,0,397920.969
active,5,398050.724
active,0,398101.012
active,2,398114.141
active,7,398114.83
active,4,398116.9
active,2,398170.919
active,4,398290.551
active,2,398291.206
active,1,398340.734
active,0,398341.042
active,1,398400.837
active,2,398413.75
active,4,398417.271
active,0,398460.568
active,4,398470.701
active,2,398471.112
active,5,398471.349
active,0,398521.006
active,0,398640.945
active,3,398705.052
active,5,398711.483
active,7,398716.17
active,1,398760.651
active,4,398771.139
active,3,398820.792
active,3,398941.151
active,2,398950.916
active,4,398950.951
active,0,399001.001
active,6,399004.757
active,5,399011.179
active,4,399191.265
active,0,399240.944
active,0,399300.564
active,3,399301.298
active,7,399314.12
active,4,399316.339
active,5,399371.376
active,0,399421.064
active,2,399431.22
active,0,399480.887
active,3,399540.882
active,1,399606.217
active,1,399660.715
active,0,399720.528
active,3,399720.948
active,5,399730.968
active,2,399790.67
active,1,399841.008
active,1,399901.215
active,6,399905.08
active,1,399960.593
active,4,399970.994
active,3,400081.022
active,5,400151.192
active,2,400151.416
active,0,400200.688
active,3,400260.985
active,5,400271.281
active,5,400330.99
active,4,400451.364
active,2,400514.93
active,7,400515.8
active,2,400630.931
active,4,400691.141
active,7,400814.456
active,4,400817.208
active,2,400870.77
active,1,400920.992
active,1,401101.259
active,4,401117.249
active,3,401160.978
active,0,401220.588
active,2,401290.869
active,4,401420.566
active,0,401460.822
active,4,401650.603
active,1,401701.001
active,3,401760.992
active,4,401891.26
active,1,401940.797
active,3,401940.954
active,4,401950.739
active,0,402001.186
active,3,402001.411
active,1,402060.91
active,2,402130.961
active,1,402181.082
active,1,402240.921
active,6,402307.641
active,8,402308.06
active,9,402310.693
active,4,402318.779
active,0,402421.049
active,5,402431.128
active,2,402490.587
active,4,402491.065
active,1,402540.745
active,3,402540.792
active,5,402551.104
active,1,402601.339
active,5,402611.212
active,4,402617.654
active,5,402671.249
active,1,402720.942
active,2,402731.167
active,5,402731.174
active,3,402840.842
active,4,402851.17
active,5,402851.172
active,8,402905.743
active,2,402914.437
active,7,402915.039
active,3,403021.027
active,0,403081.017
active,5,403091.219
